HHID,PN,RSUBHH,QSUBHH,RPN_SP,RCSR,RFAMR,RFINR,RT001,RT002,RT003,RT004M1,RT004M2,RT004M3,RT004M4,RT004M5,RT004M6,RT004M7,RT004M8,RT004M9,RT004M10,RT005,RT006,RT007M1,RT007M2,RT007M3,RT007M4,RT007M5,RT007M6,RT007M7,RT007M8,RT008,RT011,RT012,RT013,RT014,RT015,RT016,RT017M1,RT017M2,RT017M3,RT017M4,RT017M5,RT017M6,RT017M7,RT017M8,RT017M9,RT018,RT019,RT020,RT021,RT022,RT023,RT024,RT025,RT026,RT027,RT028,RT029M1,RT029M2,RT029M3,RT029M4,RT029M5,RT029M6,RT029M7,RT031,RT032,RT033,RT034,RT035,RT036,RT037,RT038,RT039,RT040,RT041,RT042,RT043,RT044,RT252,RT245,RT246,RT247M1,RT247M2,RT247M3,RT247M4,RT248M1,RT248M2,RT248M3,RT248M4,RT248M5,RT248M6,RT250,RT251,RT254,RT255,RT256M1,RT256M2,RT256M3,RT257,RT258M1,RT258M2,RT258M3,RT047,RCOVFLAG,RTMODE,RVDATE,RVERSION
b'212115',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,1.0,3.0,,,,,,,,5.0,1.0,1.0,2000.0,,,,94.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'212181',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,8.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'212186',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,2.0,7000.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,6.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212198',b'010',b'0',b'0',b'020',1.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212198',b'020',b'0',b'0',b'010',5.0,5.0,5.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,3.0,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212207',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,4.0,12.0,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212226',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,1.0,3.0,,,,,,,,5.0,1.0,5.0,80000.0,,,,93.0,,,,,,,,,1.0,5.0,80000.0,,,,0.0,,,,,93.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,9.0,1.0
b'212254',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0
b'212259',b'010',b'0',b'0',b'020',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212259',b'020',b'0',b'0',b'010',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212279',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,5.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'212282',b'020',b'0',b'0',,1.0,1.0,1.0,2.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,12000.0,,,,97.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,-8.0,,1.0,6.0,9.0,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,7.0,1.0
b'212293',b'010',b'0',b'0',,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,12.0,1.0
b'212298',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212299',b'010',b'0',b'0',b'020',1.0,1.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,8.0,1.0,3.0,4.0,,,93.0,,,,,,1.0,8.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212299',b'020',b'0',b'0',b'010',5.0,5.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,8.0,,,,,,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212302',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,6.0,,,,,,,,,,1.0,1.0,,,,,,,,,,4.0,,1.0,12.0,1.0
b'212308',b'011',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212309',b'010',b'0',b'0',b'011',1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,5.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,5.0,,,15.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'212309',b'011',b'0',b'0',b'010',5.0,5.0,5.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,17.0,15.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'212336',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,14000.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'212340',b'010',b'0',b'0',b'020',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,3.0,97.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212340',b'020',b'0',b'0',b'010',1.0,5.0,1.0,1.0,1.0,1.0,99.0,,,,,,,,,,,9.0,,,,,,,,,5.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212356',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'212445',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,1.0,7.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,93.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0
b'212452',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,5000.0,,,,3.0,,,,,,,,,1.0,,,,,,56.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'212461',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,15000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,5.0,4.0,,,4.0,6.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'212466',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,,,,,,,,,1.0,8.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,5.0,1.0
b'212474',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,2000.0,,,,7.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,7.0,3.0,,,,,5.0,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'212477',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,200000.0,,,,3.0,5.0,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,,,,,5.0,,,,,,,,,,,3.0,1.0,1.0,8.0,1.0
b'212499',b'010',b'0',b'0',,1.0,1.0,1.0,2.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,1.0,1.0,1.0,5000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,93.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212504',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212512',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,6.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212517',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,,,,,,,,,,1.0,1.0,1.0,5000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212519',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,5.0,,,,,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212559',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,2000.0,,,,5.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212567',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,3.0,,,,,,5.0,,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212568',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,2.0,4.0,,,,,,,,5.0,1.0,2.0,2000.0,,,,93.0,,,,,,,,,1.0,1.0,2000.0,,,,0.0,,,,,93.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'212572',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,3.0,1.0
b'212575',b'011',b'2',b'2',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,5000.0,,,,13.0,11.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,98.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'212576',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,999999998.0,0.0,2499.0,,93.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,7.0,,,,,,1.0,8.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'212595',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,7.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,2.0,1.0,1.0
b'212618',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,11.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212640',b'020',b'0',b'0',,1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212649',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,1000.0,,,,98.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'212651',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,2.0,1.0
b'212654',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,5000.0,,,,3.0,5.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'212665',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,12.0,,,,,,,,,1.0,,,,,,300.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,9.0,1.0
b'212672',b'020',b'0',b'0',,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13.0,1.0
b'212681',b'020',b'0',b'0',,1.0,1.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,2.0,1.0,1.0
b'212695',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,5.0,7.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0
b'212699',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,5.0,7.0,,,,,,,,,5.0,,,,,,,,,,5.0,1.0,1.0,5000.0,,,,5.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,7.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212707',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,7.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,7.0,97.0,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,4.0,1.0
b'212723',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,,1.0,3.0,,,,,,,,5.0,1.0,1.0,4000.0,,,,3.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,7.0,4.0,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0
b'212725',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212749',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,1.0,93.0,,,,,,,,5.0,1.0,1.0,15000.0,,,,8.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,8.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212754',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,1.0,5.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,5000.0,,,,1.0,2.0,1.0,4100.0,1.0,1.0,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'212766',b'010',b'0',b'0',b'020',1.0,5.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,3.0,,,,,,1.0,5.0,,,,,,,,,,2.0,,1.0,3.0,1.0
b'212766',b'020',b'0',b'0',b'010',5.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,3.0,,,,,,8.0,,,,,,,,,,,1.0,,1.0,10.0,1.0
b'212803',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,1.0,7.0,,,,,,,,5.0,1.0,1.0,999999998.0,2501.0,24999.0,,7.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'212828',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,,,,,,,,1.0,1.0,92.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,8.0,,,,,,,,,,,1.0,8.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212831',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,1.0,5.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'212854',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212888',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,23000.0,,,,93.0,,,,,,,,,1.0,,,,,,500.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,7.0,1.0
b'212891',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,1.0,93.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,11.0,,,,,,5.0,,,,,,,,,,,1.0,,1.0,4.0,1.0
b'212893',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,8.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'212904',b'010',b'0',b'0',b'020',1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,1.0,93.0,,,,,,,,1.0,9.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,7.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212904',b'020',b'0',b'0',b'010',5.0,5.0,5.0,1.0,1.0,1.0,93.0,,,,,,,,,,,1.0,93.0,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,93.0,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'212905',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,6.0,8.0,,,,,,,,1.0,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,3.0,7.0,1.0
b'212964',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,1.0,3.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212970',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,999999998.0,2501.0,24999.0,,97.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,3.0,7.0,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
