HHID,PN,RSUBHH,QSUBHH,RPN_SP,RCSR,RFAMR,RFINR,RT001,RT002,RT003,RT004M1,RT004M2,RT004M3,RT004M4,RT004M5,RT004M6,RT004M7,RT004M8,RT004M9,RT004M10,RT005,RT006,RT007M1,RT007M2,RT007M3,RT007M4,RT007M5,RT007M6,RT007M7,RT007M8,RT008,RT011,RT012,RT013,RT014,RT015,RT016,RT017M1,RT017M2,RT017M3,RT017M4,RT017M5,RT017M6,RT017M7,RT017M8,RT017M9,RT018,RT019,RT020,RT021,RT022,RT023,RT024,RT025,RT026,RT027,RT028,RT029M1,RT029M2,RT029M3,RT029M4,RT029M5,RT029M6,RT029M7,RT031,RT032,RT033,RT034,RT035,RT036,RT037,RT038,RT039,RT040,RT041,RT042,RT043,RT044,RT252,RT245,RT246,RT247M1,RT247M2,RT247M3,RT247M4,RT248M1,RT248M2,RT248M3,RT248M4,RT248M5,RT248M6,RT250,RT251,RT254,RT255,RT256M1,RT256M2,RT256M3,RT257,RT258M1,RT258M2,RT258M3,RT047,RCOVFLAG,RTMODE,RVDATE,RVERSION
b'211370',b'010',b'0',b'0',b'020',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,90000.0,,,,6.0,8.0,10.0,11.0,12.0,,,,,1.0,,,,,,2500.0,2.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,11.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0
b'211370',b'020',b'0',b'0',b'010',5.0,1.0,5.0,3.0,1.0,1.0,3.0,4.0,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,3.0,300000.0,,,,3.0,4.0,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,1.0,240000.0,,,,2.0,,,,1.0,1.0,1.0,4.0,3.0,,,3.0,4.0,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,2.0,1.0
b'211371',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,10000.0,,,,93.0,,,,,,,,,1.0,,,,,,70.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,93.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211398',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,12000.0,,,,3.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'211420',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,,,,,,,,,,8.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,,1.0,4.0,,,,8.0,7.0,5.0,3.0,,,8.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211443',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'211462',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,25000.0,,,,3.0,5.0,7.0,,,,,,,1.0,,,,,,122.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,-8.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,,,3.0,8.0,1.0
b'211471',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,999999998.0,50000.0,50000.0,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,97.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'211493',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,1.0,98.0,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,1.0,1.0
b'211514',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,20000.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,8.0,1.0
b'211515',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'211523',b'010',b'0',b'0',b'020',1.0,1.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,2.0,,1.0,6.0,1.0
b'211523',b'020',b'0',b'0',b'010',5.0,5.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,9999998.0,0.0,99999996.0,99999999998.0,1.0,7.0,5.0,,1.0,5.0,1.0,3.0,4.0,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,3.0,,1.0,6.0,1.0
b'211530',b'020',b'0',b'0',b'021',5.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'211530',b'021',b'0',b'0',b'020',1.0,5.0,5.0,1.0,1.0,1.0,21.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,100000.0,,,,21.0,,,,,,,,,1.0,,,,,,25.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,1.0,13.0,1.0
b'211536',b'020',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211537',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,1.0,1.0,1.0,10000.0,,,,93.0,,,,,,,,,1.0,,,,,,99998.0,,100.0,100.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,15.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,7.0,1.0
b'211577',b'010',b'0',b'0',b'011',1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,6.0,,,,,,,,,,1.0,1.0,,,,,,,,,,3.0,1.0,1.0,7.0,1.0
b'211577',b'011',b'0',b'0',b'010',5.0,5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,6.0,,,,,,,,,,1.0,1.0,,,,,,,,,,2.0,1.0,1.0,7.0,1.0
b'211607',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,999999998.0,2501.0,24999.0,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,6.0,,,,,,1.0,5.0,,,,,,,,,,1.0,,1.0,4.0,1.0
b'211614',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,50000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'211616',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,7.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,4.0,1.0
b'211628',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3000.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'211657',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,4.0,1.0
b'211667',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,,,,,,,,,,5.0,1.0,3.0,86000.0,,,,97.0,91.0,,,,,,,,1.0,2.0,75000.0,,,,99998.0,,101.0,99999996.0,98.0,97.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'211701',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,3.0,,1.0,12.0,1.0
b'211719',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'211726',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211732',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,5000.0,,,,11.0,,,,,,,,,1.0,,,,,,0.0,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211735',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,250.0,,,,97.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,3.0,1.0
b'211736',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,93.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'211745',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,5.0,7.0,9.0,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'211751',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,7.0,9.0,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,9.0,7.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,10.0,1.0
b'211755',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,9.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,6.0,,,,,,1.0,1.0,,,,,,,,,,3.0,1.0,1.0,9.0,1.0
b'211763',b'010',b'0',b'0',,1.0,1.0,1.0,3.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,,5.0,,,,,,,,,,,1.0,1.0,,,,,,,,,,,,3.0,7.0,1.0
b'211802',b'011',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'211803',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'211814',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,8.0,,,,,,,,,,,1.0,8.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,8.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,5.0,1.0
b'211857',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,1.0,5000.0,,,,98.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211858',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,6.0,7.0,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,6500.0,,,,1.0,7.0,1.0,5500.0,1.0,,1.0,4.0,,,,6.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211865',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,4.0,,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,-8.0,1.0,1.0,4.0,,,,4.0,,,,,,1.0,1.0,,,,,,,,,,,,3.0,6.0,1.0
b'211869',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'211881',b'011',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,4.0,6.0,7.0,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,7.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,2.0,1.0
b'211884',b'020',b'1',b'1',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,20000.0,,,,6.0,94.0,,,,,,,,1.0,,,,,,60.0,1.0,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'211887',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,93.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,7.0,3.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'211888',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211910',b'011',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,11000.0,,,,93.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,93.0,,,,,,5.0,,,,,,,,,,,1.0,,2.0,1.0,1.0
b'211911',b'010',b'0',b'0',b'020',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211911',b'020',b'0',b'0',b'010',1.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,2.0,2000.0,,,,4.0,,,,,,,,,1.0,2.0,2000.0,,,,60.0,1.0,,,,4.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,4.0,10.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,6.0,1.0
b'211914',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,4.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,1.0,10000.0,,,,4.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,4.0,,,,,,1.0,5.0,,,,,,,,,,4.0,,1.0,9.0,1.0
b'211941',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,5.0,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,6.0,1.0
b'211944',b'010',b'0',b'0',,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,7.0,1.0
b'211953',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,999999998.0,0.0,2499.0,,93.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,97.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,8.0,1.0
b'211958',b'010',b'0',b'0',b'020',5.0,1.0,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,10000.0,,,,3.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,5.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'211958',b'020',b'0',b'0',b'010',1.0,5.0,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,8.0,8.0,,,,,,,,,,,8.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'211967',b'020',b'0',b'0',b'021',1.0,1.0,1.0,1.0,1.0,1.0,5.0,3.0,,,,,,,,,5.0,1.0,5.0,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,11.0,1.0
b'211967',b'021',b'0',b'0',b'020',5.0,5.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,8.0,5.0,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,4.0,,,98.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'211979',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,6.0,,,,,,,,,,,5.0,,,,,,,,,5.0,1.0,2.0,999999998.0,50000.0,50000.0,,6.0,,,,,,,,,1.0,2.0,9999998.0,50000.0,50000.0,,99998.0,,50.0,50.0,,6.0,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,6.0,,,,,,1.0,8.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'211986',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,5.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'211996',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,1.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,5.0,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,12.0,1.0
b'211997',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,2.0,30000.0,,,,93.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,4.0,,,,8.0,,,,,,1.0,1.0,,,,,,,,,,1.0,,2.0,1.0,1.0
b'212000',b'010',b'0',b'0',b'020',5.0,5.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,1.0,1.0,3000.0,,,,6.0,14.0,3.0,,,,,,,1.0,,,,,,99998.0,,21.0,49.0,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,5.0,1.0,4.0,,,,6.0,,,,,,5.0,,,,,,,,,,,1.0,,1.0,9.0,1.0
b'212000',b'020',b'0',b'0',b'010',1.0,1.0,5.0,1.0,1.0,1.0,96.0,,,,,,,,,,1.0,5.0,,,,,,,,,5.0,1.0,8.0,999999998.0,0.0,99999996.0,98.0,93.0,,,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,5.0,,,,,,,,,,,5.0,,,,,,,,,,,1.0,,1.0,9.0,1.0
b'212037',b'021',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,8.0,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8.0,,,,,,,,,1.0,1.0,1.0,5.0,,,,,,,,,,8.0,,,,,,,,,,,1.0,,1.0,5.0,1.0
b'212059',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,2.0,25000.0,,,,97.0,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,1.0,1.0,5.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,1.0,1.0
b'212072',b'020',b'0',b'0',,1.0,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,5.0,1.0,1.0,999999998.0,2501.0,24999.0,,4.0,6.0,97.0,,,,,,,8.0,,,,,,,,,,,,,,,,,,5.0,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,4.0,6.0,,,,,8.0,,,,,,,,,,,1.0,1.0,1.0,7.0,1.0
b'212084',b'010',b'0',b'0',,1.0,1.0,1.0,1.0,1.0,1.0,3.0,,,,,,,,,,,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,,,,3.0,,,,,,1.0,1.0,,,,,,,,,,1.0,1.0,1.0,9.0,1.0
b'212092',b'010',b'0',b'0',b'020',1.0,1.0,5.0,1.0,1.0,1.0,3.0,4.0,5.0,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,4.0,3.0,,,3.0,4.0,5.0,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'212092',b'020',b'0',b'0',b'010',5.0,5.0,1.0,1.0,1.0,1.0,3.0,4.0,5.0,,,,,,,,1.0,5.0,,,,,,,,,5.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,1.0,3.0,,,,,,,,,,1.0,1.0,,,,,,,,,,1.0,,1.0,13.0,1.0
b'212094',b'010',b'0',b'0',,1.0,1.0,1.0,5.0,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5.0,,,,,,,,,1.0,,4.0,,,,,,,,,,,4.0,,,,,,,,,,,3.0,1.0,1.0,9.0,1.0
